ID,TEXT,LABELS,INCLUDED,TRANSLATED
11,"Aurat Raj na manzoor. It is not permitted in Islam, acha lge ya bura.","{'id': '11', 'text': 'Aurat Raj na manzoor. It is not permitted in Islam, acha lge ya bura.', 'labels': [{'start_index': '0', 'end_index': '20', 'text_fragment': 'Aurat Raj na manzoor', 'technique': 'Slogans'}, {'start_index': '0', 'end_index': '68', 'text_fragment': 'Aurat Raj na manzoor. It is not permitted in Islam, acha lge ya bura', 'technique': 'Black-and-white Fallacy/Dictatorship'}]}",0,"Woman rule is not approved. It is not allowed in Islam, looks good."
12,"Tum jeeto ya haro humein tumse pyaar hai, not really assholes, our team needs to step up its game","{'id': '12', 'text': 'Tum jeeto ya haro humein tumse pyaar hai, not really assholes, our team needs to step up its game', 'labels': [{'start_index': '0', 'end_index': '40', 'text_fragment': 'Tum jeeto ya haro humein tumse pyaar hai', 'technique': 'Slogans'}, {'start_index': '31', 'end_index': '36', 'text_fragment': 'pyaar', 'technique': 'Loaded Language'}, {'start_index': '53', 'end_index': '61', 'text_fragment': 'assholes', 'technique': 'Loaded Language'}, {'start_index': '53', 'end_index': '61', 'text_fragment': 'assholes', 'technique': 'Name calling/Labeling'}]}",0,"Win or lose we love you, not really donkeys, our team needs to step up their game."
13,"Today, Shahrukh Jatoi, the murderer of Shehzeb Khan, was set free. Keh do iss mulk mein qatal koi jurm nhi, bas police aur adaalat ki jaib garam krne ke paise hone chahiye.","{'id': '13', 'text': 'Today, Shahrukh Jatoi, the murderer of Shehzeb Khan, was set free. Keh do iss mulk mein qatal koi jurm nhi, bas police aur adaalat ki jaib garam krne ke paise hone chahiye.', 'labels': [{'start_index': '27', 'end_index': '35', 'text_fragment': 'murderer', 'technique': 'Loaded Language'}, {'start_index': '67', 'end_index': '106', 'text_fragment': 'Keh do iss mulk mein qatal koi jurm nhi', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '88', 'end_index': '93', 'text_fragment': 'qatal', 'technique': 'Loaded Language'}]}",0,"Shahrukh Jatoi, the killer of Shehzib Khan, was released today. That killing is not a crime in this country, only the police and the court should have money for heating."
14,"Zainab's murderer got capital punishment just because he was poor.What about thousands of child abusers who roam free because they are influencial people? Iss mulk mein qanoon sirf ghareebon par lagoo hota hai,ameer jo chahe kare.","{'id': '14', 'text': ""Zainab's murderer got capital punishment just because he was poor.What about thousands of child abusers who roam free because they are influencial people? Iss mulk mein qanoon sirf ghareebon par lagoo hota hai,ameer jo chahe kare."", 'labels': [{'start_index': '0', 'end_index': '154', 'text_fragment': ""Zainab's murderer got capital punishment just because he was poor.What about thousands of child abusers who roam free because they are influencial people?"", 'technique': 'Whataboutism'}, {'start_index': '181', 'end_index': '190', 'text_fragment': 'ghareebon', 'technique': 'Loaded Language'}, {'start_index': '61', 'end_index': '65', 'text_fragment': 'poor', 'technique': 'Loaded Language'}, {'start_index': '9', 'end_index': '17', 'text_fragment': 'murderer', 'technique': 'Loaded Language'}, {'start_index': '90', 'end_index': '103', 'text_fragment': 'child abusers', 'technique': 'Loaded Language'}]}",0,"Zainab's killer was given death sentence only because he was poor, what about thousands of child rapists who are walking free because they are influential people? In this country the law applies only to the poor, the rich who want it."
15,"Kya Qandeel Baloch iss qabil hai ke uski maghfirat ki dua ki jaye? Remember that she openly promoted vulgarity and nudity in her videos, Khuda hi reham kre.","{'id': '15', 'text': 'Kya Qandeel Baloch iss qabil hai ke uski maghfirat ki dua ki jaye? Remember that she openly promoted vulgarity and nudity in her videos, Khuda hi reham kre.', 'labels': [{'start_index': '0', 'end_index': '135', 'text_fragment': 'Kya Qandeel Baloch iss qabil hai ke uski maghfirat ki dua ki jaye? Remember that she openly promoted vulgarity and nudity in her videos', 'technique': 'Smears'}, {'start_index': '101', 'end_index': '110', 'text_fragment': 'vulgarity', 'technique': 'Loaded Language'}, {'start_index': '115', 'end_index': '121', 'text_fragment': 'nudity', 'technique': 'Loaded Language'}]}",0,"Is Qandeel Baloch worthy to pray for his forgiveness? It may be recalled that he had openly promoted obscenity and nudity in his videos, Khuda Hi Reham Kar."
16,"Imran Khan is wearing sunglasses during the night,why?because of cocaine eyes. Ye banda full cocaine ke nashe mein tun hota hai mulk ki sarbrahi khaak kre ga.
","{'id': '16', 'text': 'Imran Khan is wearing sunglasses during the night,why?because of cocaine eyes. Ye banda full cocaine ke nashe mein tun hota hai mulk ki sarbrahi khaak kre ga.\n', 'labels': [{'start_index': '0', 'end_index': '77', 'text_fragment': 'Imran Khan is wearing sunglasses during the night,why?because of cocaine eyes', 'technique': 'Smears'}, {'start_index': '0', 'end_index': '77', 'text_fragment': 'Imran Khan is wearing sunglasses during the night,why?because of cocaine eyes', 'technique': 'Causal Oversimplification'}, {'start_index': '0', 'end_index': '158', 'text_fragment': 'Imran Khan is wearing sunglasses during the night,why?because of cocaine eyes. Ye banda full cocaine ke nashe mein tun hota hai mulk ki sarbrahi khaak kre ga.', 'technique': 'Presenting Irrelevant Data (Red Herring)'}, {'start_index': '79', 'end_index': '157', 'text_fragment': 'Ye banda full cocaine ke nashe mein tun hota hai mulk ki sarbrahi khaak kre ga', 'technique': 'Smears'}]}",0,"Imran Khan wears glasses at night, because of cocaine eyes? This guy is completely drunk on cocaine, you are the leader of the country.
"
17,Imran Khan par march ke doraan kiya jaane wala qatilana hamla aik sochi samjhi saazish tha.The American establishment and all other political parties want IK eliminated from the screen. And it is only possible when he is dead.,"{'id': '17', 'text': 'Imran Khan par march ke doraan kiya jaane wala qatilana hamla aik sochi samjhi saazish tha.The American establishment and all other political parties want IK eliminated from the screen. And it is only possible when he is dead.', 'labels': [{'start_index': '221', 'end_index': '225', 'text_fragment': 'dead', 'technique': 'Loaded Language'}, {'start_index': '47', 'end_index': '61', 'text_fragment': 'qatilana hamla', 'technique': 'Loaded Language'}]}",0,"The murderous attack on Imran Khan during the march was an afterthought, the American establishment and all other political parties want to eliminate IK from the screen. And this is only possible when he is dead."
18,Why can't Bajwa be shot dead by some random sepoy ? Or a gumnam mujahid? Politics mein madakhlat kr ke idaaron ki izzat kharab kr rha hai haraamkhor.,"{'id': '18', 'text': ""Why can't Bajwa be shot dead by some random sepoy ? Or a gumnam mujahid? Politics mein madakhlat kr ke idaaron ki izzat kharab kr rha hai haraamkhor."", 'labels': [{'start_index': '0', 'end_index': '149', 'text_fragment': ""Why can't Bajwa be shot dead by some random sepoy ? Or a gumnam mujahid? Politics mein madakhlat kr ke idaaron ki izzat kharab kr rha hai haraamkhor."", 'technique': 'Smears'}, {'start_index': '138', 'end_index': '148', 'text_fragment': 'haraamkhor', 'technique': 'Name calling/Labeling'}, {'start_index': '138', 'end_index': '148', 'text_fragment': 'haraamkhor', 'technique': 'Loaded Language'}, {'start_index': '19', 'end_index': '28', 'text_fragment': 'shot dead', 'technique': 'Loaded Language'}, {'start_index': '57', 'end_index': '71', 'text_fragment': 'gumnam mujahid', 'technique': 'Name calling/Labeling'}]}",0,Why can't Bajwa be shot dead by some random soldier? Or Anonymous Mujahid? Haram Khor is ruining the respect of ideas by entering politics.
19,General ghaddar Bajwa is the key player of American regime change operation.Establishment Amreeka kay talway chaat rhi hai taake wahaan ke bankon mein para paisa bacha rhe.,"{'id': '19', 'text': 'General ghaddar Bajwa is the key player of American regime change operation.Establishment Amreeka kay talway chaat rhi hai taake wahaan ke bankon mein para paisa bacha rhe.', 'labels': [{'start_index': '0', 'end_index': '21', 'text_fragment': 'General ghaddar Bajwa', 'technique': 'Name calling/Labeling'}, {'start_index': '0', 'end_index': '172', 'text_fragment': 'General ghaddar Bajwa is the key player of American regime change operation.Establishment Amreeka kay talway chaat rhi hai taake wahaan ke bankon mein para paisa bacha rhe.', 'technique': 'Smears'}, {'start_index': '102', 'end_index': '118', 'text_fragment': 'talway chaat rhi', 'technique': 'Loaded Language'}, {'start_index': '76', 'end_index': '171', 'text_fragment': 'Establishment Amreeka kay talway chaat rhi hai taake wahaan ke bankon mein para paisa bacha rhe', 'technique': 'Causal Oversimplification'}]}",0,General Ghader Bajwa is a key player in the US regime change operation.
20,"Co-education is a menace for Pakistan, it should be banned, iss ki waja se humari young generation kharab ho rhi hai. Mufti Tariq Masood has also recorded many bayaans against it","{'id': '20', 'text': 'Co-education is a menace for Pakistan, it should be banned, iss ki waja se humari young generation kharab ho rhi hai. Mufti Tariq Masood has also recorded many bayaans against it', 'labels': [{'start_index': '0', 'end_index': '178', 'text_fragment': 'Co-education is a menace for Pakistan, it should be banned, iss ki waja se humari young generation kharab ho rhi hai. Mufti Tariq Masood has also recorded many bayaans against it', 'technique': 'Appeal to authority'}, {'start_index': '0', 'end_index': '116', 'text_fragment': 'Co-education is a menace for Pakistan, it should be banned, iss ki waja se humari young generation kharab ho rhi hai', 'technique': 'Flag-waving'}, {'start_index': '0', 'end_index': '116', 'text_fragment': 'Co-education is a menace for Pakistan, it should be banned, iss ki waja se humari young generation kharab ho rhi hai', 'technique': 'Causal Oversimplification'}]}",0,"Mixed education is a threat to Pakistan, it should be banned, its voice is spoiling our young generation. Mufti Tariq Masood has also recorded several statements against him."
21,"Good decision by the Election Commision to disqualify Imran Khan, Nawaz Sharif ke khilaf saazish ki thi na ab khud pe aayi toh protest shuru kar dia.
","{'id': '21', 'text': 'Good decision by the Election Commision to disqualify Imran Khan, Nawaz Sharif ke khilaf saazish ki thi na ab khud pe aayi toh protest shuru kar dia.\n', 'labels': [{'start_index': '0', 'end_index': '148', 'text_fragment': 'Good decision by the Election Commision to disqualify Imran Khan, Nawaz Sharif ke khilaf saazish ki thi na ab khud pe aayi toh protest shuru kar dia', 'technique': 'Smears'}]}",0,"The Election Commission's decision to disqualify Imran Khan is good, he had conspired against Nawaz Sharif but now he came to his senses and started protesting.
"
22,"After witnessing the humiliating defeat of Pakistan against a team like Zimbabwe, Momin Saqib yaad agaya,""Inko pizzay khilao inko burger khilao"" kyunke bas yehi kr sakte hain hum at this point.
","{'id': '22', 'text': 'After witnessing the humiliating defeat of Pakistan against a team like Zimbabwe, Momin Saqib yaad agaya,""Inko pizzay khilao inko burger khilao"" kyunke bas yehi kr sakte hain hum at this point.\n', 'labels': [{'start_index': '21', 'end_index': '39', 'text_fragment': 'humiliating defeat', 'technique': 'Name calling/Labeling'}, {'start_index': '21', 'end_index': '39', 'text_fragment': 'humiliating defeat', 'technique': 'Loaded Language'}]}",0,"After watching Pakistan's humiliating defeat against a team like Zimbabwe, Momin Saqib said, ""Feed them pizzas, feed them burgers"" because that's all we can do.
"
23,"""Masle hazaar, hal sirf jamat e Islami"" these religious fanatics are the reason why Pakistan does not progress.","{'id': '23', 'text': '""Masle hazaar, hal sirf jamat e Islami"" these religious fanatics are the reason why Pakistan does not progress.', 'labels': [{'start_index': '0', 'end_index': '111', 'text_fragment': '""Masle hazaar, hal sirf jamat e Islami"" these religious fanatics are the reason why Pakistan does not progress.', 'technique': 'Causal Oversimplification'}, {'start_index': '0', 'end_index': '39', 'text_fragment': '""Masle hazaar, hal sirf jamat e Islami""', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '0', 'end_index': '39', 'text_fragment': '""Masle hazaar, hal sirf jamat e Islami""', 'technique': 'Slogans'}, {'start_index': '46', 'end_index': '64', 'text_fragment': 'religious fanatics', 'technique': 'Name calling/Labeling'}]}",0,"""Masle Hazar, Hal Sarf Jamaat-e-Islami"" These religious fanatics are the reason for Pakistan's non-development."
24,"According to an MNA, breast cancer awareness tune is obscene. Molvion ki jahalat never disappoints, lage raho mazhab ke thekedaaro.","{'id': '24', 'text': 'According to an MNA, breast cancer awareness tune is obscene. Molvion ki jahalat never disappoints, lage raho mazhab ke thekedaaro.', 'labels': [{'start_index': '110', 'end_index': '130', 'text_fragment': 'mazhab ke thekedaaro', 'technique': 'Name calling/Labeling'}, {'start_index': '53', 'end_index': '60', 'text_fragment': 'obscene', 'technique': 'Loaded Language'}, {'start_index': '73', 'end_index': '80', 'text_fragment': 'jahalat', 'technique': 'Loaded Language'}]}",0,"A breast cancer awareness song is obscene, according to an MNA. The ignorance of the clerics never disappoints, hang on, you tired of the madhhab."
25,"Pti ka long march hai yaa national mujra session samaj nhi aayi.
","{'id': '25', 'text': 'Pti ka long march hai yaa national mujra session samaj nhi aayi.\n', 'labels': [{'start_index': '0', 'end_index': '48', 'text_fragment': 'Pti ka long march hai yaa national mujra session', 'technique': 'Black-and-white Fallacy/Dictatorship'}, {'start_index': '26', 'end_index': '48', 'text_fragment': 'national mujra session', 'technique': 'Name calling/Labeling'}]}",0,"Is there a long march of PTI or National Majra Samaj did not come.
"
26,"Aurat march jaisee fahashi ho gi toh Khuda ka azaab toh aye ga naa. This nation is doomed if they keep moving away from Islamic values at the current pace.
","{'id': '26', 'text': 'Aurat march jaisee fahashi ho gi toh Khuda ka azaab toh aye ga naa. This nation is doomed if they keep moving away from Islamic values at the current pace.\n', 'labels': [{'start_index': '0', 'end_index': '66', 'text_fragment': 'Aurat march jaisee fahashi ho gi toh Khuda ka azaab toh aye ga naa', 'technique': 'Causal Oversimplification'}, {'start_index': '0', 'end_index': '155', 'text_fragment': 'Aurat march jaisee fahashi ho gi toh Khuda ka azaab toh aye ga naa. This nation is doomed if they keep moving away from Islamic values at the current pace.', 'technique': 'Appeal to fear/prejudice'}, {'start_index': '19', 'end_index': '26', 'text_fragment': 'fahashi', 'technique': 'Loaded Language'}, {'start_index': '37', 'end_index': '51', 'text_fragment': 'Khuda ka azaab', 'technique': 'Loaded Language'}, {'start_index': '68', 'end_index': '154', 'text_fragment': 'This nation is doomed if they keep moving away from Islamic values at the current pace', 'technique': 'Flag-waving'}, {'start_index': '83', 'end_index': '89', 'text_fragment': 'doomed', 'technique': 'Loaded Language'}]}",0,"If a woman is obscene like March, God's punishment will come, won't it? This nation is doomed if it continues to move away from Islamic values at the current rate.
"
27,Females should not be allowed to take so many seats in universities. Waise bhi 70% se ziada MBBS ke baad practice nhi krti.,,0,Women should not be allowed to occupy so many seats in universities. You also don't do practicals after 70% ZEATA MBBS.
28,"Jis society mein sood zina aam hojayen wahan floods hi aate hai. May god forgive us.
","{'id': '28', 'text': 'Jis society mein sood zina aam hojayen wahan floods hi aate hai. May god forgive us.\n', 'labels': [{'start_index': '0', 'end_index': '63', 'text_fragment': 'Jis society mein sood zina aam hojayen wahan floods hi aate hai', 'technique': 'Causal Oversimplification'}, {'start_index': '17', 'end_index': '21', 'text_fragment': 'sood', 'technique': 'Loaded Language'}, {'start_index': '22', 'end_index': '26', 'text_fragment': 'zina', 'technique': 'Loaded Language'}]}",0,"In a society where usury and adultery are common, there is a flood. May God forgive us.
"
29,Women divorce whenever they need money. Muft mein alimony bhi lo bachon ki custody bhi sahih hai bc.,"{'id': '29', 'text': 'Women divorce whenever they need money. Muft mein alimony bhi lo bachon ki custody bhi sahih hai bc.', 'labels': [{'start_index': '0', 'end_index': '38', 'text_fragment': 'Women divorce whenever they need money', 'technique': 'Causal Oversimplification'}, {'start_index': '0', 'end_index': '38', 'text_fragment': 'Women divorce whenever they need money', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '50', 'end_index': '57', 'text_fragment': 'alimony', 'technique': 'Loaded Language'}, {'start_index': '6', 'end_index': '13', 'text_fragment': 'divorce', 'technique': 'Loaded Language'}, {'start_index': '97', 'end_index': '99', 'text_fragment': 'bc', 'technique': 'Loaded Language'}]}",0,Women divorce whenever they need money. Free sustenance is also valid in the custody of children.
30,"Life as a man is so easy. Na rape hone ka darr na restrictions ka, jo chaho kro.","{'id': '30', 'text': 'Life as a man is so easy. Na rape hone ka darr na restrictions ka, jo chaho kro.', 'labels': [{'start_index': '0', 'end_index': '79', 'text_fragment': 'Life as a man is so easy. Na rape hone ka darr na restrictions ka, jo chaho kro', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '29', 'end_index': '33', 'text_fragment': 'rape', 'technique': 'Loaded Language'}]}",0,"Life as a man is very simple. No fear of being raped, no restrictions, do whatever you want."
31,Pakistan mein invest krne se acha hai dewaar mein sar maar lo. Keep your hard earned money in dollars if you want consistent returns,,0,"Investing in Pakistan is better than banging your head against the wall. If you want consistent profits, keep your hard earned dollars in dollars"
32,Crypto currency is the biggest scam. Logon ko lootne ki nayi scheme hai aur kuch nhi,"{'id': '32', 'text': 'Crypto currency is the biggest scam. Logon ko lootne ki nayi scheme hai aur kuch nhi', 'labels': [{'start_index': '0', 'end_index': '35', 'text_fragment': 'Crypto currency is the biggest scam', 'technique': 'Exaggeration/Minimisation'}, {'start_index': '0', 'end_index': '84', 'text_fragment': 'Crypto currency is the biggest scam. Logon ko lootne ki nayi scheme hai aur kuch nhi', 'technique': 'Black-and-white Fallacy/Dictatorship'}, {'start_index': '31', 'end_index': '35', 'text_fragment': 'scam', 'technique': 'Loaded Language'}, {'start_index': '46', 'end_index': '52', 'text_fragment': 'lootne', 'technique': 'Loaded Language'}]}",0,Cryptocurrency is the biggest scam. There is a new scheme to steal logon and nothing else.
33,"Joe Biden khud marne ki age mein hai, America ko ghanta control kre ga buddha.","{'id': '33', 'text': 'Joe Biden khud marne ki age mein hai, America ko ghanta control kre ga buddha.', 'labels': [{'start_index': '0', 'end_index': '77', 'text_fragment': 'Joe Biden khud marne ki age mein hai, America ko ghanta control kre ga buddha', 'technique': 'Smears'}, {'start_index': '0', 'end_index': '77', 'text_fragment': 'Joe Biden khud marne ki age mein hai, America ko ghanta control kre ga buddha', 'technique': 'Doubt'}, {'start_index': '15', 'end_index': '20', 'text_fragment': 'marne', 'technique': 'Loaded Language'}, {'start_index': '71', 'end_index': '77', 'text_fragment': 'buddha', 'technique': 'Name calling/Labeling'}]}",0,"Joe Biden is at the age of killing himself, America will be controlled by Buddha."
34,If army stops interfering in politics mulk ke 80% masle hal ho jayen ge.,"{'id': '34', 'text': 'If army stops interfering in politics mulk ke 80% masle hal ho jayen ge.', 'labels': [{'start_index': '0', 'end_index': '72', 'text_fragment': 'If army stops interfering in politics mulk ke 80% masle hal ho jayen ge.', 'technique': 'Causal Oversimplification'}, {'start_index': '0', 'end_index': '71', 'text_fragment': 'If army stops interfering in politics mulk ke 80% masle hal ho jayen ge', 'technique': 'Exaggeration/Minimisation'}]}",0,"If the army stops interfering in politics, 80% of the country's problems will be solved."
